sample_id,split,category,name,description,brand,model,serial_number,batch_no,is_used,is_refurbished,battery_health,accessory_status,ccc_number,energy_level,rohs_status,inspection_agency,inspection_conclusion,battery_safety_passed,charger_safety_passed,appearance_grade,functional_test_passed,repair_history_declared,report_text,risk_level,audit_label,reason_codes
HC-POW-0248,holdout,power_bank,随行POW-57,卖家宣称全新未拆封，随行POW-57电子设备，卖家描述为可正常使用。,随行,POW-57,,H2026-0248,false,true,91,partial,CCC-PO-00248,Level 3,compliant,平台复核,fail,true,,B,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-POW-0249,holdout,power_bank,航电POW-58,航电POW-58电子设备，卖家描述为可正常使用。,航电,POW-58,,H2027-0249,false,false,91,partial,CCC-PO-00249,Level 3,limited,第三方送检,conditional_pass,true,,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-POW-0250,holdout,power_bank,航电POW-59,官方整备机，航电POW-59电子设备，卖家描述为可正常使用。,航电,POW-59,,H2026-0250,false,true,91,none,CCC-PO-00250,Level 1,unknown,深圳质检中心,conditional_pass,true,,B,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-POW-0251,holdout,power_bank,航电POW-60,航电POW-60电子设备，卖家描述为可正常使用。,航电,POW-60,,H2027-0251,false,false,91,none,CCC-PO-00251,Level 1,compliant,平台复核,conditional_pass,false,,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,battery_safety_concern
HC-POW-0252,holdout,power_bank,电量MaxPOW-61,卖家描述较短：电量MaxPOW-61可正常使用。,电量Max,POW-61,,H2026-0252,false,false,91,full,CCC-PO-00252,Level 3,compliant,深圳质检中心,pass,true,,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-POW-0253,holdout,power_bank,航电POW-62,航电POW-62电子设备，卖家描述为可正常使用。,航电,POW-62,,H2027-0253,false,false,91,none,CCC-PO-00253,Level 2,limited,平台复核,fail,false,,,true,,送检记录第一页显示外观与基本功能合格，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-POW-0254,holdout,power_bank,随行POW-63,随行POW-63电子设备，卖家描述为可正常使用。,随行,POW-63,,H2026-0254,false,false,91,full,CCC-PO-00254,Level 1,unknown,深圳质检中心,conditional_pass,true,,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-POW-0255,holdout,power_bank,电量MaxPOW-64,卖家宣称全新未拆封，电量MaxPOW-64电子设备，卖家描述为可正常使用。,电量Max,POW-64,,H2027-0255,false,true,91,full,CCC-PO-00255,Level 2,compliant,第三方送检,fail,true,,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-POW-0256,holdout,power_bank,电量MaxPOW-65,电量MaxPOW-65电子设备，卖家描述为可正常使用。,电量Max,POW-65,,H2026-0256,false,false,91,partial,CCC-PO-00256,Level 1,limited,平台复核,conditional_pass,true,,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-POW-0257,holdout,power_bank,随行POW-66,官方整备机，随行POW-66电子设备，卖家描述为可正常使用。,随行,POW-66,,H2027-0257,false,true,91,partial,CCC-PO-00257,Level 3,unknown,平台复核,conditional_pass,true,,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-POW-0258,holdout,power_bank,随行POW-67,随行POW-67电子设备，卖家描述为可正常使用。,随行,POW-67,,H2026-0258,false,false,91,full,CCC-PO-00258,Level 1,compliant,第三方送检,conditional_pass,true,,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,
HC-POW-0259,holdout,power_bank,随行POW-68,卖家描述较短：随行POW-68可正常使用。,随行,POW-68,,H2027-0259,false,false,91,full,CCC-PO-00259,Level 3,compliant,平台复核,pass,true,,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-POW-0260,holdout,power_bank,航电POW-69,航电POW-69电子设备，卖家描述为可正常使用。,航电,POW-69,,H2026-0260,false,false,91,none,CCC-PO-00260,Level 2,limited,深圳质检中心,fail,false,,,true,,初检摘要写明样机功能正常，但后续复检备注明确建议暂缓上架。,high,FAIL,battery_safety_concern
HC-POW-0261,holdout,power_bank,航电POW-70,航电POW-70电子设备，卖家描述为可正常使用。,航电,POW-70,,H2027-0261,false,false,91,full,CCC-PO-00261,Level 1,limited,平台复核,conditional_pass,true,,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-POW-0262,holdout,power_bank,电量MaxPOW-71,卖家宣称全新未拆封，电量MaxPOW-71电子设备，卖家描述为可正常使用。,电量Max,POW-71,,H2026-0262,false,true,91,partial,CCC-PO-00262,Level 3,unknown,平台复核,fail,true,,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-POW-0263,holdout,power_bank,电量MaxPOW-72,电量MaxPOW-72电子设备，卖家描述为可正常使用。,电量Max,POW-72,,H2027-0263,false,false,91,full,CCC-PO-00263,Level 3,compliant,深圳质检中心,conditional_pass,true,,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-POW-0264,holdout,power_bank,航电POW-73,官方整备机，航电POW-73电子设备，卖家描述为可正常使用。,航电,POW-73,,H2026-0264,false,true,91,partial,CCC-PO-00264,Level 1,compliant,平台复核,conditional_pass,true,,A,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-POW-0265,holdout,power_bank,随行POW-74,随行POW-74电子设备，卖家描述为可正常使用。,随行,POW-74,,H2027-0265,false,false,91,partial,CCC-PO-00265,Level 2,limited,深圳质检中心,conditional_pass,true,,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,
HC-POW-0266,holdout,power_bank,随行POW-75,卖家描述较短：随行POW-75可正常使用。,随行,POW-75,,H2026-0266,false,false,91,full,CCC-PO-00266,Level 3,compliant,深圳质检中心,pass,true,,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-POW-0267,holdout,power_bank,电量MaxPOW-76,电量MaxPOW-76电子设备，卖家描述为可正常使用。,电量Max,POW-76,,H2027-0267,false,false,91,full,CCC-PO-00267,Level 1,limited,平台复核,fail,false,,,true,,送检记录第一页显示外观与基本功能合格，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-POW-0268,holdout,power_bank,随行POW-77,随行POW-77电子设备，卖家描述为可正常使用。,随行,POW-77,,H2026-0268,false,false,91,none,CCC-PO-00268,Level 3,limited,深圳质检中心,conditional_pass,true,,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-POW-0269,holdout,power_bank,电量MaxPOW-78,卖家宣称全新未拆封，电量MaxPOW-78电子设备，卖家描述为可正常使用。,电量Max,POW-78,,H2027-0269,false,true,91,partial,CCC-PO-00269,Level 2,unknown,平台复核,fail,true,,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-POW-0270,holdout,power_bank,航电POW-79,航电POW-79电子设备，卖家描述为可正常使用。,航电,POW-79,,H2026-0270,false,false,91,partial,CCC-PO-00270,Level 2,unknown,深圳质检中心,conditional_pass,true,,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-POW-0271,holdout,power_bank,电量MaxPOW-80,官方整备机，电量MaxPOW-80电子设备，卖家描述为可正常使用。,电量Max,POW-80,,H2027-0271,false,true,91,partial,CCC-PO-00271,Level 2,compliant,深圳质检中心,conditional_pass,true,,A,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-POW-0272,holdout,power_bank,随行POW-81,随行POW-81电子设备，卖家描述为可正常使用。,随行,POW-81,,H2026-0272,false,false,91,none,CCC-PO-00272,Level 2,limited,深圳质检中心,conditional_pass,false,,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,battery_safety_concern
HC-POW-0273,holdout,power_bank,电量MaxPOW-82,卖家描述较短：电量MaxPOW-82可正常使用。,电量Max,POW-82,,H2027-0273,false,false,91,partial,CCC-PO-00273,Level 3,unknown,第三方送检,pass,true,,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-POW-0274,holdout,power_bank,电量MaxPOW-83,电量MaxPOW-83电子设备，卖家描述为可正常使用。,电量Max,POW-83,,H2026-0274,false,false,91,none,CCC-PO-00274,Level 3,unknown,平台复核,fail,false,,,true,,初检摘要写明样机功能正常，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-POW-0275,holdout,power_bank,航电POW-84,航电POW-84电子设备，卖家描述为可正常使用。,航电,POW-84,,H2027-0275,false,false,91,none,CCC-PO-00275,Level 2,limited,第三方送检,conditional_pass,true,,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-POW-0276,holdout,power_bank,随行POW-85,卖家宣称全新未拆封，随行POW-85电子设备，卖家描述为可正常使用。,随行,POW-85,,H2026-0276,false,true,91,full,CCC-PO-00276,Level 3,unknown,平台复核,fail,true,,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-POW-0277,holdout,power_bank,航电POW-86,航电POW-86电子设备，卖家描述为可正常使用。,航电,POW-86,,H2027-0277,false,false,91,none,CCC-PO-00277,Level 3,unknown,深圳质检中心,conditional_pass,true,,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-POW-0278,holdout,power_bank,电量MaxPOW-87,官方整备机，电量MaxPOW-87电子设备，卖家描述为可正常使用。,电量Max,POW-87,,H2026-0278,false,true,91,full,CCC-PO-00278,Level 1,unknown,第三方送检,conditional_pass,true,,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-POW-0279,holdout,power_bank,电量MaxPOW-88,电量MaxPOW-88电子设备，卖家描述为可正常使用。,电量Max,POW-88,,H2027-0279,false,false,91,partial,CCC-PO-00279,Level 3,unknown,第三方送检,conditional_pass,false,,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,battery_safety_concern
HC-POW-0280,holdout,power_bank,电量MaxPOW-89,卖家描述较短：电量MaxPOW-89可正常使用。,电量Max,POW-89,,H2026-0280,false,false,91,full,CCC-PO-00280,Level 3,unknown,平台复核,pass,true,,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-POW-0281,holdout,power_bank,电量MaxPOW-90,电量MaxPOW-90电子设备，卖家描述为可正常使用。,电量Max,POW-90,,H2027-0281,false,false,91,partial,CCC-PO-00281,Level 1,limited,深圳质检中心,fail,false,,,true,,卖家提供的附件摘要称设备可正常使用，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-POW-0282,holdout,power_bank,电量MaxPOW-91,电量MaxPOW-91电子设备，卖家描述为可正常使用。,电量Max,POW-91,,H2026-0282,false,false,91,partial,CCC-PO-00282,Level 1,limited,深圳质检中心,conditional_pass,true,,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-POW-0283,holdout,power_bank,随行POW-92,卖家宣称全新未拆封，随行POW-92电子设备，卖家描述为可正常使用。,随行,POW-92,,H2027-0283,false,true,91,partial,CCC-PO-00283,Level 1,unknown,第三方送检,fail,true,,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-POW-0284,holdout,power_bank,电量MaxPOW-93,电量MaxPOW-93电子设备，卖家描述为可正常使用。,电量Max,POW-93,,H2026-0284,false,false,91,full,CCC-PO-00284,Level 1,limited,第三方送检,conditional_pass,true,,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-POW-0285,holdout,power_bank,电量MaxPOW-94,官方整备机，电量MaxPOW-94电子设备，卖家描述为可正常使用。,电量Max,POW-94,,H2027-0285,false,true,91,none,CCC-PO-00285,Level 2,limited,第三方送检,conditional_pass,true,,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-POW-0286,holdout,power_bank,随行POW-95,随行POW-95电子设备，卖家描述为可正常使用。,随行,POW-95,,H2026-0286,false,false,91,partial,CCC-PO-00286,Level 2,limited,平台复核,conditional_pass,true,,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,
HC-POW-0287,holdout,power_bank,航电POW-96,卖家描述较短：航电POW-96可正常使用。,航电,POW-96,,H2027-0287,false,false,91,full,CCC-PO-00287,Level 1,compliant,平台复核,pass,true,,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-POW-0288,holdout,power_bank,航电POW-97,航电POW-97电子设备，卖家描述为可正常使用。,航电,POW-97,,H2026-0288,false,false,91,partial,CCC-PO-00288,Level 2,limited,第三方送检,fail,false,,,true,,初检摘要写明样机功能正常，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-SMA-0289,holdout,smart_watch,腕航SMA-98,腕航SMA-98电子设备，卖家描述为可正常使用。,腕航,SMA-98,SN-SMA-0,H2027-0289,false,false,91,full,,Level 1,compliant,平台复核,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-SMA-0290,holdout,smart_watch,曜动SMA-99,卖家宣称全新未拆封，曜动SMA-99电子设备，卖家描述为可正常使用。,曜动,SMA-99,SN-SMA-000290,H2026-0290,false,true,91,full,,Level 3,limited,平台复核,fail,true,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-SMA-0291,holdout,smart_watch,腕航SMA-3,腕航SMA-3电子设备，卖家描述为可正常使用。,腕航,SMA-3,SN-SMA-000291,H2027-0291,false,false,91,partial,,Level 3,compliant,第三方送检,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-SMA-0292,holdout,smart_watch,智步SMA-4,官方整备机，智步SMA-4电子设备，卖家描述为可正常使用。,智步,SMA-4,SN-SMA-000292,H2026-0292,false,true,91,none,,Level 1,unknown,平台复核,conditional_pass,true,true,B,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-SMA-0293,holdout,smart_watch,腕航SMA-5,腕航SMA-5电子设备，卖家描述为可正常使用。,腕航,SMA-5,SN-SMA-000293,H2027-0293,false,false,91,partial,,Level 1,limited,平台复核,conditional_pass,false,true,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,battery_safety_concern
HC-SMA-0294,holdout,smart_watch,曜动SMA-6,卖家描述较短：曜动SMA-6可正常使用。,曜动,SMA-6,SN-SMA-000294,H2026-0294,false,false,91,full,,Level 2,limited,深圳质检中心,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-SMA-0295,holdout,smart_watch,智步SMA-7,智步SMA-7电子设备，卖家描述为可正常使用。,智步,SMA-7,SN-SMA-000295,H2027-0295,false,false,91,partial,,Level 3,unknown,第三方送检,fail,false,false,,true,,卖家提供的附件摘要称设备可正常使用，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-SMA-0296,holdout,smart_watch,智步SMA-8,智步SMA-8电子设备，卖家描述为可正常使用。,智步,SMA-8,SN-SMA-0,H2026-0296,false,false,91,none,,Level 3,unknown,第三方送检,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-SMA-0297,holdout,smart_watch,腕航SMA-9,卖家宣称全新未拆封，腕航SMA-9电子设备，卖家描述为可正常使用。,腕航,SMA-9,SN-SMA-000297,H2027-0297,false,true,91,full,,Level 3,compliant,深圳质检中心,fail,true,true,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-SMA-0298,holdout,smart_watch,智步SMA-10,智步SMA-10电子设备，卖家描述为可正常使用。,智步,SMA-10,SN-SMA-000298,H2026-0298,false,false,91,full,,Level 3,limited,平台复核,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-SMA-0299,holdout,smart_watch,智步SMA-11,官方整备机，智步SMA-11电子设备，卖家描述为可正常使用。,智步,SMA-11,SN-SMA-000299,H2027-0299,false,true,91,partial,,Level 2,compliant,平台复核,conditional_pass,true,true,A,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-SMA-0300,holdout,smart_watch,智步SMA-12,智步SMA-12电子设备，卖家描述为可正常使用。,智步,SMA-12,SN-SMA-000300,H2026-0300,false,false,91,full,,Level 3,limited,深圳质检中心,conditional_pass,true,false,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,battery_safety_concern
HC-SMA-0301,holdout,smart_watch,曜动SMA-13,卖家描述较短：曜动SMA-13可正常使用。,曜动,SMA-13,SN-SMA-000301,H2027-0301,false,false,91,partial,,Level 3,compliant,深圳质检中心,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-SMA-0302,holdout,smart_watch,智步SMA-14,智步SMA-14电子设备，卖家描述为可正常使用。,智步,SMA-14,SN-SMA-000302,H2026-0302,false,false,91,none,,Level 2,limited,深圳质检中心,fail,false,false,,true,,初检摘要写明样机功能正常，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-SMA-0303,holdout,smart_watch,腕航SMA-15,腕航SMA-15电子设备，卖家描述为可正常使用。,腕航,SMA-15,SN-SMA-0,H2027-0303,false,false,91,none,,Level 2,compliant,第三方送检,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-SMA-0304,holdout,smart_watch,智步SMA-16,卖家宣称全新未拆封，智步SMA-16电子设备，卖家描述为可正常使用。,智步,SMA-16,SN-SMA-000304,H2026-0304,false,true,91,full,,Level 3,compliant,第三方送检,fail,true,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-SMA-0305,holdout,smart_watch,智步SMA-17,智步SMA-17电子设备，卖家描述为可正常使用。,智步,SMA-17,SN-SMA-000305,H2027-0305,false,false,91,partial,,Level 3,limited,深圳质检中心,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-SMA-0306,holdout,smart_watch,腕航SMA-18,官方整备机，腕航SMA-18电子设备，卖家描述为可正常使用。,腕航,SMA-18,SN-SMA-000306,H2026-0306,false,true,91,none,,Level 1,limited,平台复核,conditional_pass,true,true,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-SMA-0307,holdout,smart_watch,腕航SMA-19,腕航SMA-19电子设备，卖家描述为可正常使用。,腕航,SMA-19,SN-SMA-000307,H2027-0307,false,false,91,full,,Level 2,limited,深圳质检中心,conditional_pass,false,true,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,battery_safety_concern
HC-SMA-0308,holdout,smart_watch,腕航SMA-20,卖家描述较短：腕航SMA-20可正常使用。,腕航,SMA-20,SN-SMA-000308,H2026-0308,false,false,91,full,,Level 1,limited,深圳质检中心,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-SMA-0309,holdout,smart_watch,曜动SMA-21,曜动SMA-21电子设备，卖家描述为可正常使用。,曜动,SMA-21,SN-SMA-000309,H2027-0309,false,false,91,none,,Level 2,limited,平台复核,fail,false,false,,true,,送检记录第一页显示外观与基本功能合格，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-SMA-0310,holdout,smart_watch,腕航SMA-22,腕航SMA-22电子设备，卖家描述为可正常使用。,腕航,SMA-22,SN-SMA-0,H2026-0310,false,false,91,partial,,Level 2,unknown,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-SMA-0311,holdout,smart_watch,曜动SMA-23,卖家宣称全新未拆封，曜动SMA-23电子设备，卖家描述为可正常使用。,曜动,SMA-23,SN-SMA-000311,H2027-0311,false,true,91,partial,,Level 1,limited,深圳质检中心,fail,true,true,B,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-SMA-0312,holdout,smart_watch,智步SMA-24,智步SMA-24电子设备，卖家描述为可正常使用。,智步,SMA-24,SN-SMA-000312,H2026-0312,false,false,91,partial,,Level 2,compliant,平台复核,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-SMA-0313,holdout,smart_watch,腕航SMA-25,官方整备机，腕航SMA-25电子设备，卖家描述为可正常使用。,腕航,SMA-25,SN-SMA-000313,H2027-0313,false,true,91,full,,Level 3,limited,第三方送检,conditional_pass,true,true,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-SMA-0314,holdout,smart_watch,腕航SMA-26,腕航SMA-26电子设备，卖家描述为可正常使用。,腕航,SMA-26,SN-SMA-000314,H2026-0314,false,false,91,none,,Level 1,unknown,深圳质检中心,conditional_pass,true,false,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,battery_safety_concern
HC-SMA-0315,holdout,smart_watch,腕航SMA-27,卖家描述较短：腕航SMA-27可正常使用。,腕航,SMA-27,SN-SMA-000315,H2027-0315,false,false,91,full,,Level 3,limited,第三方送检,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-SMA-0316,holdout,smart_watch,腕航SMA-28,腕航SMA-28电子设备，卖家描述为可正常使用。,腕航,SMA-28,SN-SMA-000316,H2026-0316,false,false,91,full,,Level 3,compliant,平台复核,fail,false,false,,true,,卖家提供的附件摘要称设备可正常使用，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-SMA-0317,holdout,smart_watch,智步SMA-29,智步SMA-29电子设备，卖家描述为可正常使用。,智步,SMA-29,SN-SMA-0,H2027-0317,false,false,91,partial,,Level 2,compliant,平台复核,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-SMA-0318,holdout,smart_watch,腕航SMA-30,卖家宣称全新未拆封，腕航SMA-30电子设备，卖家描述为可正常使用。,腕航,SMA-30,SN-SMA-000318,H2026-0318,false,true,91,full,,Level 3,limited,深圳质检中心,fail,true,true,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-SMA-0319,holdout,smart_watch,曜动SMA-31,曜动SMA-31电子设备，卖家描述为可正常使用。,曜动,SMA-31,SN-SMA-000319,H2027-0319,false,false,91,full,,Level 3,unknown,第三方送检,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-SMA-0320,holdout,smart_watch,腕航SMA-32,官方整备机，腕航SMA-32电子设备，卖家描述为可正常使用。,腕航,SMA-32,SN-SMA-000320,H2026-0320,false,true,91,none,,Level 1,compliant,第三方送检,conditional_pass,true,true,A,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-SMA-0321,holdout,smart_watch,腕航SMA-33,腕航SMA-33电子设备，卖家描述为可正常使用。,腕航,SMA-33,SN-SMA-000321,H2027-0321,false,false,91,none,,Level 3,limited,深圳质检中心,conditional_pass,false,true,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,battery_safety_concern
HC-SMA-0322,holdout,smart_watch,曜动SMA-34,卖家描述较短：曜动SMA-34可正常使用。,曜动,SMA-34,SN-SMA-000322,H2026-0322,false,false,91,full,,Level 2,limited,平台复核,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-SMA-0323,holdout,smart_watch,智步SMA-35,智步SMA-35电子设备，卖家描述为可正常使用。,智步,SMA-35,SN-SMA-000323,H2027-0323,false,false,91,partial,,Level 2,limited,第三方送检,fail,false,false,,true,,送检记录第一页显示外观与基本功能合格，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-SMA-0324,holdout,smart_watch,智步SMA-36,智步SMA-36电子设备，卖家描述为可正常使用。,智步,SMA-36,SN-SMA-0,H2026-0324,false,false,91,full,,Level 1,compliant,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-SMA-0325,holdout,smart_watch,腕航SMA-37,卖家宣称全新未拆封，腕航SMA-37电子设备，卖家描述为可正常使用。,腕航,SMA-37,SN-SMA-000325,H2027-0325,false,true,91,partial,,Level 1,unknown,深圳质检中心,fail,true,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-SMA-0326,holdout,smart_watch,智步SMA-38,智步SMA-38电子设备，卖家描述为可正常使用。,智步,SMA-38,SN-SMA-000326,H2026-0326,false,false,91,full,,Level 1,unknown,平台复核,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-SMA-0327,holdout,smart_watch,曜动SMA-39,官方整备机，曜动SMA-39电子设备，卖家描述为可正常使用。,曜动,SMA-39,SN-SMA-000327,H2027-0327,false,true,91,partial,,Level 3,unknown,平台复核,conditional_pass,true,true,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-SMA-0328,holdout,smart_watch,腕航SMA-40,腕航SMA-40电子设备，卖家描述为可正常使用。,腕航,SMA-40,SN-SMA-000328,H2026-0328,false,false,91,partial,,Level 3,limited,平台复核,conditional_pass,false,true,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,battery_safety_concern
HC-SMA-0329,holdout,smart_watch,智步SMA-41,卖家描述较短：智步SMA-41可正常使用。,智步,SMA-41,SN-SMA-000329,H2027-0329,false,false,91,partial,,Level 1,unknown,第三方送检,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
